end_hour,oude_engelenseweg_in_flow_vol,oude_engelenseweg_flow_value,oude_engelenseweg_level_value,oude_engelenseweg_last_in_flow_vol,oude_engelenseweg_vol_remain
2019-09-09 23:00:00,759.9569450871256,499.19249999999994,244.667,534.2048193685379,872.121885007654
2019-09-10 00:00:00,618.8017151366089,822.1884999999999,180.667,759.9569450871256,643.9922204411621
2019-09-10 01:00:00,570.3241614162295,493.8618333333332,224.8,618.8017151366089,801.3054467898025
2019-09-10 02:00:00,325.0883365332595,471.6886666666666,222.267,570.3241614162295,792.2765024093818
2019-09-10 03:00:00,368.33316607264527,462.27283333333327,206.8,325.0883365332595,737.1439786304767
2019-09-10 04:00:00,111.21321147616476,194.81299999999993,238.0,368.33316607264527,848.3571901066414
2019-09-10 05:00:00,297.04621042162546,437.52649999999994,206.8,111.21321147616476,737.1439786304767
2019-09-10 06:00:00,65.11319660368916,165.637,225.067,297.04621042162546,802.2571752341659
2019-09-10 07:00:00,87.92259853432948,212.29183333333333,237.867,65.11319660368916,847.8831081474641
2019-09-10 08:00:00,294.19102508853535,421.8783333333335,240.8,87.92259853432948,858.3378629314254
2019-09-10 09:00:00,451.50781596318456,674.0344999999999,215.333,294.19102508853535,767.560079064006
2019-09-10 10:00:00,881.1508293880744,647.246,233.733,451.50781596318456,833.1473576268723
2019-09-10 11:00:00,509.01787858999353,818.0288333333335,158.533,881.1508293880744,565.0950017612445
2019-09-10 12:00:00,701.9763650271483,499.5641666666666,244.533,509.01787858999353,871.6442385224678
2019-09-10 13:00:00,638.2925433530086,824.7651666666665,221.333,701.9763650271483,788.9472351171146
2019-09-10 14:00:00,425.369146740277,645.8925,222.933,638.2925433530086,794.6504767312769
2019-09-10 15:00:00,653.972893265946,666.1036666666666,227.467,425.369146740277,810.8120376554093
2019-09-10 16:00:00,489.0529684144167,564.9971666666665,226.667,653.972893265946,807.9604168483281
2019-09-10 17:00:00,674.8859673598773,721.7496666666668,218.667,489.0529684144167,779.4442087775167
2019-09-10 18:00:00,488.5753219292306,471.60916666666657,240.533,674.8859673598773,857.386134487062
2019-09-10 19:00:00,382.59483463405985,796.12,146.0,488.5753219292306,520.4207972923094
2019-09-10 20:00:00,778.0183983739759,488.55700000000013,240.267,382.59483463405985,856.4379705687076
2019-09-10 21:00:00,709.1018525188424,815.5878333333332,207.867,778.0183983739759,740.9473278819211
2019-09-10 22:00:00,494.2785635433929,648.5454999999998,221.867,709.1018525188424,790.8506920058412
2019-09-10 23:00:00,644.4698669263482,643.0546666666667,231.067,494.2785635433929,823.6443312872744
2019-09-11 00:00:00,401.60445183926447,548.0756666666666,227.467,644.4698669263482,810.8120376554093
2019-09-11 01:00:00,530.8791166022794,660.0293333333333,192.0,401.60445183926447,684.3889936994755
2019-09-11 02:00:00,430.5983063952621,412.83333333333337,195.867,530.8791166022794,698.1730157757039
2019-09-11 03:00:00,169.67143802132836,139.061,243.467,430.5983063952621,867.8444537970323
2019-09-11 04:00:00,289.9171584039225,402.94033333333334,218.667,169.67143802132836,779.4442087775167
2019-09-11 05:00:00,91.25186582659668,130.9715,243.733,289.9171584039225,868.7926177153868
2019-09-11 06:00:00,221.00417707479778,419.72983333333343,210.267,91.25186582659668,749.5021903031645
2019-09-11 07:00:00,106.45813378035702,146.5938333333333,240.133,221.00417707479778,855.9603240835215
2019-09-12 21:00:00,622.845669893651,807.9228333333335,203.067,106.45813378035702,723.8376030394343
2019-09-12 22:00:00,483.8273732854404,496.83299999999997,248.667,622.845669893651,886.3799890430597
2019-09-12 23:00:00,613.1020380484555,789.2244999999998,218.267,483.8273732854404,778.0183983739761
2019-09-13 00:00:00,504.73688285336294,488.26116666666667,240.667,613.1020380484555,857.8637809722482
2019-09-13 01:00:00,447.7009021857312,807.7901666666668,164.133,504.73688285336294,585.0563474108126
2019-09-13 02:00:00,685.8183686290246,478.4256666666666,211.067,447.7009021857312,752.3538111102457
2019-09-13 03:00:00,305.1234263576827,466.4596666666667,190.533,685.8183686290246,679.1598340444904
2019-09-13 04:00:00,154.46517006756807,189.3491666666666,233.867,305.1234263576827,833.6250041120584
2019-09-13 05:00:00,239.53614779481646,468.2676666666667,201.733,154.46517006756807,719.0825253436265
2019-09-13 06:00:00,86.97799914198382,187.70000000000005,226.0,239.53614779481646,805.5828780004242
2019-09-13 07:00:00,83.64873184971668,217.2516666666667,241.467,86.97799914198382,860.7154017793293
2019-09-13 08:00:00,287.0655375968413,458.87799999999993,237.867,83.64873184971668,847.8831081474641
2019-09-13 09:00:00,425.36914674027696,506.1954999999999,246.267,287.0655375968413,877.8251266218163
2019-09-13 10:00:00,702.4504469863257,835.8253333333336,223.067,425.36914674027696,795.128123216463
2019-09-13 11:00:00,454.35943677026575,814.6598333333333,196.4,702.4504469863257,700.0729081384218
2019-09-13 12:00:00,647.3179232074202,571.0978333333334,245.867,454.35943677026575,876.3993162182757
2019-09-13 13:00:00,720.0378183139985,876.4063333333337,226.4,647.3179232074202,807.0086884039648
2019-09-13 14:00:00,499.51128772438676,776.5193333333334,203.067,720.0378183139985,723.8376030394343
2019-09-13 15:00:00,839.8023276853978,601.4931666666668,237.067,499.51128772438676,845.031487340383
2019-09-13 16:00:00,502.36290853146784,834.844166666667,133.867,839.8023276853978,477.172403226915
2019-09-13 17:00:00,727.6409522908787,521.601,232.667,502.36290853146784,829.3475729014367
2019-09-13 18:00:00,386.8722658446814,780.1261666666667,198.533,727.6409522908787,707.6760421153018
2019-09-13 19:00:00,634.489194101564,544.1233333333332,228.667,386.8722658446814,815.089468866031
2019-09-13 20:00:00,419.6659051261147,647.9128333333334,224.267,634.489194101564,799.4055544270847
2019-09-13 21:00:00,636.8631684234591,699.0189999999999,228.267,419.6659051261147,813.6636584624904
2019-09-13 22:00:00,427.2690391029947,749.5985000000002,202.533,636.8631684234591,721.9341461507075
2019-09-13 23:00:00,808.4380633335142,600.5650000000002,225.867,427.2690391029947,805.1087960412469
2019-09-14 00:00:00,421.08815100364643,508.7151666666668,247.2,808.4380633335142,881.1508293880746
2019-09-14 01:00:00,425.3655822142681,743.8468333333333,168.533,421.08815100364643,600.7402618497588
2019-09-14 02:00:00,433.922226898516,548.1020000000002,163.867,425.3655822142681,584.108183492458
2019-09-14 03:00:00,306.54923676122326,395.3811666666666,211.867,433.922226898516,755.2054319173269
2019-09-14 04:00:00,371.1883514057352,264.75399999999996,247.467,306.54923676122326,882.102557832438
2019-09-14 05:00:00,283.26218834539685,470.097,225.467,371.1883514057352,803.6829856377065
2019-09-14 06:00:00,321.27785822979746,465.1898333333334,192.933,283.26218834539685,687.7146964657338
2019-09-14 07:00:00,123.09734118967553,180.172,227.467,321.27785822979746,810.8120376554093
2019-09-14 08:00:00,79.84538259827207,436.78400000000005,199.333,123.09734118967553,710.527662922383
2019-09-14 09:00:00,264.25257114019206,282.15350000000007,229.867,79.84538259827207,819.3669000766527
2019-09-14 10:00:00,442.47887158276393,522.0033333333333,234.667,264.25257114019206,836.4766249191396
2019-09-14 11:00:00,403.02669771679615,855.267,192.933,442.47887158276393,687.7146964657338
2019-09-14 12:00:00,778.0219628999847,698.5409999999999,233.067,403.02669771679615,830.7733833049773
2019-09-14 13:00:00,729.5444091796052,820.8666666666666,240.267,778.0219628999847,856.4379705687076
2019-09-14 14:00:00,713.8604947406591,879.1118333333332,222.267,729.5444091796052,792.2765024093818
2019-09-14 15:00:00,477.6464851860921,764.4250000000001,202.533,713.8604947406591,721.9341461507075
2019-09-14 16:00:00,730.4925730979596,592.2629999999998,239.067,477.6464851860921,852.1605393580859
2019-09-14 17:00:00,432.0205522727937,837.788,133.2,730.4925730979596,474.794864379011
2019-09-14 18:00:00,727.1668703317013,500.22749999999996,231.867,432.0205522727937,826.4959520943555
2019-09-14 19:00:00,381.16902423051926,599.1591666666667,226.267,727.1668703317013,806.5346064447875
2019-09-14 20:00:00,706.7278781969471,737.9016666666665,213.733,381.16902423051926,761.8568374498436
2019-09-14 21:00:00,497.6113953616689,516.9375,241.867,706.7278781969471,862.1412121828699
2019-09-14 22:00:00,432.02055227279374,848.1590000000001,138.533,497.6113953616689,493.80448158421575
2019-09-14 23:00:00,781.8217476254205,521.0218333333332,228.667,432.02055227279374,815.089468866031
2019-09-15 00:00:00,443.9046819863044,520.9421666666666,239.867,781.8217476254205,855.0121601651671
2019-09-15 01:00:00,355.9785189259661,542.4791666666669,248.667,443.9046819863044,886.3799890430597
2019-09-15 02:00:00,419.6659051261146,519.7221666666666,249.867,355.9785189259661,890.6574202536814
2019-09-15 03:00:00,344.0943892124554,509.2986666666667,242.533,419.6659051261146,864.515186504765
2019-09-15 04:00:00,364.0592993880324,517.0961666666667,223.867,344.0943892124554,797.9797440235441
2019-09-15 05:00:00,284.68443422292864,500.1213333333333,199.333,364.0592993880324,710.527662922383
2019-09-15 06:00:00,108.83923715426965,230.90683333333334,229.867,284.68443422292864,819.3669000766527
2019-09-15 07:00:00,255.2200622337627,483.9953333333333,175.2,108.83923715426965,624.5049567507713
2019-09-15 08:00:00,157.79087283382654,220.0095,219.467,255.2200622337627,782.2958295845979
2019-09-15 09:00:00,95.52929703721841,224.015,246.267,157.79087283382654,877.8251266218163
2019-09-15 10:00:00,395.4271282659248,501.71266666666673,228.267,95.52929703721841,813.6636584624904
2019-09-15 11:00:00,399.70455947654665,561.9206666666666,238.667,395.4271282659248,850.7347289545453
2019-09-15 12:00:00,769.4635359527326,839.3531666666665,237.467,399.70455947654665,846.4572977439236
2019-09-15 13:00:00,668.2345618273605,912.6628333333332,223.867,769.4635359527326,797.9797440235441
2019-09-15 14:00:00,466.71764844295376,930.1156666666667,162.8,668.2345618273605,580.3048342410136
2019-09-15 15:00:00,702.4540115123344,646.4495,233.067,466.71764844295376,830.7733833049773
2019-09-15 16:00:00,778.4924803331531,756.2561666666666,226.267,702.4540115123344,806.5346064447875
2019-09-15 17:00:00,445.33049238984506,642.7898333333331,229.867,778.4924803331531,819.3669000766527
2019-09-15 18:00:00,527.0757673508348,726.0988333333335,213.2,445.33049238984506,759.9569450871259
2019-09-15 19:00:00,537.0564401756191,536.0074999999999,239.467,527.0757673508348,853.5863497616265
2019-09-15 20:00:00,475.7465928233742,774.5038333333332,196.667,537.0564401756191,701.0246365827851
2019-09-15 21:00:00,652.0730009032281,617.9068333333333,232.267,475.7465928233742,827.9217624978961
2019-09-15 22:00:00,459.58503189924187,779.4106666666668,195.2,652.0730009032281,695.7954769278
2019-09-15 23:00:00,591.2408000361694,616.9823333333333,229.867,459.58503189924187,819.3669000766527
2019-09-16 00:00:00,440.10133273485997,572.6626666666667,250.0,591.2408000361694,891.1315022128587
2019-09-16 01:00:00,362.1558424993057,785.4051666666666,164.133,440.10133273485997,585.0563474108126
2019-09-16 02:00:00,306.5492367612233,510.0945000000001,138.667,362.1558424993057,494.2821280694019
2019-09-17 12:00:00,938.1832455296974,551.9478333333334,237.467,306.5492367612233,846.4572977439236
2019-09-17 13:00:00,579.8271877558273,849.8298333333332,176.4,938.1832455296974,628.782387961393
2019-09-17 14:00:00,658.2503244765678,499.2946666666667,241.467,579.8271877558273,860.7154017793293
2019-09-17 15:00:00,564.6244843280762,832.6159999999999,176.667,658.2503244765678,629.7341164057564
2019-09-17 16:00:00,594.0888563172421,506.03616666666665,234.667,564.6244843280762,836.4766249191396
2019-09-17 17:00:00,461.9625707471459,694.112,209.6,594.0888563172421,747.1246514552606
2019-09-17 18:00:00,604.5471756272119,598.2573333333333,226.0,461.9625707471459,805.5828780004242
2019-09-17 19:00:00,441.0494966532143,580.8313333333334,232.667,604.5471756272119,829.3475729014367
2019-09-17 20:00:00,750.928000706705,699.1774999999999,223.6,441.0494966532143,797.0280155791808
2019-09-17 21:00:00,525.6499569472944,669.5518333333333,213.467,750.928000706705,760.9086735314892
2019-09-17 22:00:00,712.9016372442778,596.5328333333332,238.533,525.6499569472944,850.2570824693591
2019-09-17 23:00:00,557.017785825187,804.2898333333335,191.6,712.9016372442778,682.9631832959349
2019-09-18 00:00:00,555.1143289364605,467.918,236.133,557.017785825187,841.7022200481158
2019-09-18 01:00:00,492.3822357066838,503.7555,240.267,555.1143289364605,856.4379705687076
2019-09-18 02:00:00,389.72032212575374,422.6475,248.4,492.3822357066838,885.4282605986964
2019-09-18 03:00:00,277.55894673123447,450.8678333333333,229.867,389.72032212575374,819.3669000766527
2019-09-18 04:00:00,68.91298132912479,461.5301666666666,122.8,277.55894673123447,437.7237938869562
2019-09-18 05:00:00,381.6431061896964,175.53049999999996,229.867,68.91298132912479,819.3669000766527
2019-09-18 06:00:00,300.36834866187496,449.78066666666666,190.533,381.6431061896964,679.1598340444904
2019-09-18 07:00:00,120.24572038259433,178.0765,224.267,300.36834866187496,799.4055544270847
2019-09-18 08:00:00,274.70732592415345,471.1313333333334,207.2,120.24572038259433,738.5697890340172
2019-09-18 09:00:00,425.8432286994543,495.4533333333334,224.4,274.70732592415345,799.879636386262
2019-09-18 10:00:00,433.44636267633433,769.7565000000002,192.933,425.8432286994543,687.7146964657338
2019-09-18 11:00:00,661.579591768835,575.0225,245.067,433.44636267633433,873.5476954111946
2019-09-18 12:00:00,595.0405847616054,828.5048333333333,221.733,661.579591768835,790.3730455206552
2019-09-18 13:00:00,420.617633570478,629.2588333333334,226.267,595.0405847616054,806.5346064447875
2019-09-18 14:00:00,706.7278781969471,670.9575,229.867,420.617633570478,819.3669000766527
2019-09-18 15:00:00,469.5657047240259,671.8323333333334,214.267,706.7278781969471,763.7602943385704
2019-09-18 16:00:00,814.6082578548359,658.3323333333334,198.533,469.5657047240259,707.6760421153018
2019-09-18 17:00:00,529.9273881579162,447.5261666666666,239.6,814.6082578548359,854.0604317208036
2019-09-18 18:00:00,398.27518454699714,726.1518333333333,169.333,529.9273881579162,603.59188265684
2019-09-18 19:00:00,757.1053242800444,489.0349999999999,233.867,398.27518454699714,833.6250041120584
2019-09-18 20:00:00,423.94333633673637,801.6858333333333,136.133,757.1053242800444,485.24961916297235
2019-09-18 21:00:00,755.6830784025127,457.10083333333324,250.0,423.94333633673637,891.1315022128587
2019-09-18 22:00:00,704.8279858342295,809.9123333333332,224.267,755.6830784025127,799.4055544270847
2019-09-18 23:00:00,420.6140690444691,710.0794999999999,214.267,704.8279858342295,763.7602943385704
2019-09-19 00:00:00,653.9764577919548,600.6183333333335,223.867,420.6140690444691,797.9797440235441
2019-09-19 01:00:00,518.0432584444055,477.7095,244.267,653.9764577919548,870.6960746041134
2019-09-19 02:00:00,315.57818114164394,481.4668333333335,242.667,518.0432584444055,864.9928329899511
2019-09-19 03:00:00,321.28498728181506,466.3575000000001,233.067,315.57818114164394,830.7733833049773
2019-09-19 04:00:00,295.61683549207595,447.63216666666665,210.8,321.28498728181506,751.4020826658824
2019-09-19 05:00:00,119.2939919382309,194.25583333333336,244.267,295.61683549207595,870.6960746041134
2019-09-19 06:00:00,212.4457501275454,474.6061666666668,211.867,119.2939919382309,755.2054319173269
2019-09-19 07:00:00,88.40024501951564,196.404,236.667,212.4457501275454,843.6056769368424
2019-09-19 08:00:00,262.34911425146555,479.2475000000002,218.267,88.40024501951564,778.0183983739761
2019-09-19 09:00:00,420.1364225592831,511.1288333333334,234.533,262.34911425146555,835.9989784339534
2019-09-19 10:00:00,599.318015972227,867.839,195.2,420.1364225592831,695.7954769278
2019-09-19 11:00:00,613.0984735224467,588.0191666666668,237.467,599.318015972227,846.4572977439236
2019-09-19 12:00:00,620.7051720253355,791.2138333333332,230.0,613.0984735224467,819.8409820358299
2019-09-19 13:00:00,525.1723104621084,852.0048333333334,126.0,620.7051720253355,449.13027711528076
2019-09-19 14:00:00,796.5539336200034,515.7173333333333,245.467,525.1723104621084,874.9735058147352
2019-09-19 15:00:00,552.2627081293792,817.0474999999997,208.133,796.5539336200034,741.8954918002756
2019-09-19 16:00:00,481.92391639671376,497.4158333333333,237.467,552.2627081293792,846.4572977439236
2019-09-19 17:00:00,404.4525081203367,753.9748333333334,199.067,481.92391639671376,709.5794990040285
2019-09-19 18:00:00,611.1985811597287,549.5870000000001,224.267,404.4525081203367,799.4055544270847
2019-09-19 19:00:00,484.29789071860887,509.19249999999994,250.0,611.1985811597287,891.1315022128587
2019-09-19 20:00:00,679.163398570499,816.9900000000002,222.667,484.29789071860887,793.7023128129224
2019-09-19 21:00:00,444.3787639454818,724.6410000000002,215.467,679.163398570499,768.0377255491921
2019-09-19 22:00:00,749.9762722623416,668.0396666666666,236.667,444.3787639454818,843.6056769368424
2019-09-19 23:00:00,433.4463626763343,854.7098333333334,161.733,749.9762722623416,576.5014849895691
2019-09-20 00:00:00,576.0309675564006,503.7818333333334,232.667,433.4463626763343,829.3475729014367
2019-09-20 01:00:00,513.2881807485976,511.5264999999999,247.2,576.0309675564006,881.1508293880746
2019-09-20 02:00:00,432.0205522727938,496.03683333333345,245.2,513.2881807485976,874.0217773703718
2019-09-20 03:00:00,384.49472699677756,462.8031666666666,225.867,432.0205522727938,805.1087960412469
2019-09-20 04:00:00,312.2524783753857,473.4386666666667,200.933,384.49472699677756,716.2309045365453
2019-09-20 05:00:00,94.1034866336779,192.3465,227.333,312.2524783753857,810.3343911702232
2019-09-20 06:00:00,81.7488394869988,319.074,209.733,94.1034866336779,747.5987334144379
2019-09-20 07:00:00,321.28498728181506,183.32833333333332,222.267,81.7488394869988,792.2765024093818
2019-09-20 08:00:00,312.2524783753857,346.287,181.2,321.28498728181506,645.8921128038799
2019-09-20 09:00:00,518.0468229704145,378.645,214.4,312.2524783753857,764.2343762977476
2019-09-20 10:00:00,493.33039962503847,518.1571666666667,230.267,518.0468229704145,820.7927104801933
2019-09-20 11:00:00,673.9342389155139,607.6465000000001,235.867,493.33039962503847,840.7540561297612
2019-09-20 12:00:00,701.4987185419623,757.8476666666667,211.2,673.9342389155139,752.8278930694229
2019-09-20 13:00:00,558.9141136618961,513.6745,225.867,701.4987185419623,805.1087960412469
2019-09-20 14:00:00,760.9086735314891,656.7141666666668,219.067,558.9141136618961,780.8700191810573
2019-09-20 15:00:00,548.4593588779346,462.74966666666677,243.6,760.9086735314891,868.3185357562095
2019-09-20 16:00:00,397.80466711382894,786.3335000000001,126.267,548.4593588779346,450.0820055596441
2019-09-20 17:00:00,747.5987334144377,460.6551666666667,226.0,397.80466711382894,805.5828780004242
2019-09-20 18:00:00,513.7658272337837,480.4145,240.933,747.5987334144377,858.8119448906026
2019-09-20 19:00:00,410.63696074569395,698.8861666666667,209.6,513.7658272337837,747.1246514552606
2019-09-20 20:00:00,616.8982582478822,571.0443333333334,218.533,410.63696074569395,778.9665622923305
2019-09-20 21:00:00,489.527050373594,477.948,242.0,616.8982582478822,862.6152941420472
2019-09-20 22:00:00,456.2593291329835,748.5903333333333,172.4,489.527050373594,614.5242839259873
2019-09-20 23:00:00,788.9507996431232,500.17450000000014,218.267,456.2593291329835,778.0183983739761
2019-09-21 00:00:00,419.1882586409287,455.11166666666674,226.8,788.9507996431232,808.4344988075054
2019-09-21 01:00:00,391.14613252929445,461.6096666666666,221.733,419.1882586409287,790.3730455206552
2019-09-21 02:00:00,416.8142843190336,441.92966666666666,215.867,391.14613252929445,769.4635359527326
2019-09-21 03:00:00,122.61969470448939,299.7386666666666,220.4,416.8142843190336,785.6215323508562
2019-09-21 04:00:00,384.96880895595484,272.844,235.067,122.61969470448939,837.9024353226802
2019-09-21 05:00:00,304.1716979133194,451.17733333333337,214.0,384.96880895595484,762.808565894207
2019-09-21 06:00:00,100.7584566922035,165.876,242.267,304.1716979133194,863.5670225864105
2019-09-21 07:00:00,243.81357900543802,433.3888333333333,210.267,100.7584566922035,749.5021903031645
2019-09-21 08:00:00,81.74527496098995,174.73466666666664,233.2,243.81357900543802,831.2474652641545
2019-09-21 09:00:00,225.27447923340176,444.02483333333333,182.533,81.74527496098995,650.6436259736788
2019-09-21 10:00:00,240.01379428000246,307.72249999999997,217.2,225.27447923340176,774.2150491225316
2019-09-21 11:00:00,857.863780972248,849.1405000000001,244.267,240.01379428000246,870.6960746041134
2019-09-21 12:00:00,452.9300618407164,1490.2320000000002,164.4,857.863780972248,586.0080758551759
2019-09-21 13:00:00,778.0183983739761,1094.5591666666662,122.0,452.9300618407164,434.87217307987504
2019-09-21 14:00:00,826.4959520943554,889.5351666666667,158.533,778.0183983739761,565.0950017612445
2019-09-21 15:00:00,725.7374954021519,559.321,242.533,826.4959520943554,864.515186504765
2019-09-21 16:00:00,720.5083357471668,771.0828333333335,226.267,725.7374954021519,806.5346064447875
2019-09-21 17:00:00,404.9301546055229,573.4050000000002,228.667,720.5083357471668,815.089468866031
2019-09-21 18:00:00,577.9308599191183,685.4386666666667,214.0,404.9301546055229,762.808565894207
2019-09-21 19:00:00,482.87564484107713,480.9979999999999,242.533,577.9308599191183,864.515186504765
2019-09-21 20:00:00,441.0530611792232,767.7136666666668,137.2,482.87564484107713,489.0529684144168
2019-09-21 21:00:00,708.6277705596649,434.5296666666667,232.133,441.0530611792232,827.4441160127101
2019-09-21 22:00:00,491.4305072623206,626.7438333333333,221.467,708.6277705596649,789.4248816023007
2019-09-21 23:00:00,573.6534287084968,572.3705,212.667,491.4305072623206,758.0570527244081
2019-09-22 00:00:00,422.03987944800986,375.0643333333333,222.0,573.6534287084968,791.3247739650185
2019-09-22 01:00:00,388.77215820739934,361.80316666666675,230.267,422.03987944800986,820.7927104801933
2019-09-22 02:00:00,384.4947269967775,331.54016666666666,234.667,388.77215820739934,836.4766249191396
2019-09-22 03:00:00,346.47192806035946,282.1273333333333,225.467,384.4947269967775,803.6829856377065
2019-09-22 04:00:00,304.6493443985055,339.94766666666675,208.8,346.47192806035946,744.2730306481795
2019-09-22 05:00:00,129.74874672219218,71.90433333333334,245.2,304.6493443985055,874.0217773703718
2019-09-22 06:00:00,283.2621883453971,340.187,215.067,129.74874672219218,766.6119151456516
2019-09-22 07:00:00,97.90327135911345,83.51716666666668,242.533,283.2621883453971,864.515186504765
2019-09-22 08:00:00,272.3297870762496,357.347,209.733,97.90327135911345,747.5987334144379
2019-09-22 09:00:00,90.30370190824229,80.92233333333331,235.067,272.3297870762496,837.9024353226802
2019-09-22 10:00:00,366.9073556691046,288.78499999999997,222.267,90.30370190824229,792.2765024093818
